[RELA_INVERSE]
3_UTR_of|Has_3_UTR
    "version": "latest"
}
TTY|MTH_IS|tty_class|SY
TTY|MTH_IS|tty_class|obsolete
{
    "abbreviation": "MTH_IS",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Metathesaurus-supplied form of obsolete synonym",
    "hierarchicalType": false,
    "id": 2296,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": true,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_LLT|tty_class|ET
{
    "abbreviation": "MTH_LLT",
    "branch": "$",
    "codeVariantType": "ET",
    "exclude": false,
    "expandedForm": "MTH Lower Level Term",
    "hierarchicalType": false,
    "id": 2318,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_LN|tty_class|PN
TTY|MTH_LN|tty_class|EXPANDED
{
    "abbreviation": "MTH_LN",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "MTH Official fully specified name with expanded abbreviations",
    "hierarchicalType": false,
    "id": 2222,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "EXPANDED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_LO|tty_class|SY
TTY|MTH_LO|tty_class|EXPANDED
TTY|MTH_LO|tty_class|obsolete
{
    "abbreviation": "MTH_LO",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "MTH Expanded LOINC obsolete fully specified name",
    "hierarchicalType": false,
    "id": 2221,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "EXPANDED",
    "normExclude": false,
    "obsolete": true,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_OET|tty_class|ET
TTY|MTH_OET|tty_class|obsolete
{
    "abbreviation": "MTH_OET",
    "branch": "$",
    "codeVariantType": "ET",
    "exclude": false,
    "expandedForm": "Metathesaurus obsolete entry term",
    "hierarchicalType": false,
    "id": 2233,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": true,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_OL|tty_class|ET
TTY|MTH_OL|tty_class|obsolete
{
    "abbreviation": "MTH_OL",
    "branch": "$",
    "codeVariantType": "ET",
    "exclude": false,
    "expandedForm": "MTH Non-current Lower Level Term",
    "hierarchicalType": false,
    "id": 2279,
    "lastModified": 1596655801000,
    "lastModifiedBy": "BAC",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": true,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_OP|tty_class|PN
TTY|MTH_OP|tty_class|obsolete
{
    "abbreviation": "MTH_OP",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Metathesaurus obsolete preferred term",
    "hierarchicalType": false,
    "id": 2277,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": true,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": true,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_OS|tty_class|UNDEFINED
TTY|MTH_OS|tty_class|hierarchical
{
    "abbreviation": "MTH_OS",
    "branch": "$",
    "codeVariantType": "UNDEFINED",
    "exclude": false,
    "expandedForm": "MTH System Organ Class",
    "hierarchicalType": true,
    "id": 2241,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_PT|tty_class|PN
TTY|MTH_PT|tty_class|EXPANDED
{
    "abbreviation": "MTH_PT",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Metathesaurus preferred term",
    "hierarchicalType": false,
    "id": 2307,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "EXPANDED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_PTGB|tty_class|PN
{
    "abbreviation": "MTH_PTGB",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Metathesaurus-supplied form of British preferred term",
    "hierarchicalType": false,
    "id": 2256,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_RXN_CD|tty_class|PN
{
    "abbreviation": "MTH_RXN_CD",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "RxNorm Created CD",
    "hierarchicalType": false,
    "id": 2293,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_RXN_DP|tty_class|PN
{
    "abbreviation": "MTH_RXN_DP",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "RxNorm Created DP",
    "hierarchicalType": false,
    "id": 2344,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_RXN_RHT|tty_class|PN
{
    "abbreviation": "MTH_RXN_RHT",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "RxNorm Created reference hierarchy term",
    "hierarchicalType": false,
    "id": 2236,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_SMQ|tty_class|PN
{
    "abbreviation": "MTH_SMQ",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Metathesaurus version of Standardised MedDRA Query",
    "hierarchicalType": false,
    "id": 2328,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_SY|tty_class|SY
{
    "abbreviation": "MTH_SY",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "MTH Designated synonym",
    "hierarchicalType": false,
    "id": 2331,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MTH_SYGB|tty_class|SY
{
    "abbreviation": "MTH_SYGB",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Metathesaurus-supplied form of British synonym",
    "hierarchicalType": false,
    "id": 2237,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|MV|tty_class|PN
{
    "abbreviation": "MV",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Multi-level procedure category",
    "hierarchicalType": false,
    "id": 2310,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|N1|tty_class|SY
{
    "abbreviation": "N1",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Chemical Abstracts Service Type 1 name of a chemical",
    "hierarchicalType": false,
    "id": 2306,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NA|tty_class|PN
{
    "abbreviation": "NA",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Name aliases",
    "hierarchicalType": false,
    "id": 2320,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NM|tty_class|PN
{
    "abbreviation": "NM",
    "branch": "$",
    "codeVariantType": "PN",
    "exclude": false,
    "expandedForm": "Name of Supplementary Concept",
    "hierarchicalType": false,
    "id": 2327,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NP|tty_class|SY
{
    "abbreviation": "NP",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Non-preferred term",
    "hierarchicalType": false,
    "id": 2329,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NPT|tty_class|SY
{
    "abbreviation": "NPT",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "HL7 non-preferred for language term",
    "hierarchicalType": false,
    "id": 2339,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NS|tty_class|SY
TTY|NS|tty_class|AB
{
    "abbreviation": "NS",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Short form of non-preferred term",
    "hierarchicalType": false,
    "id": 2333,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "AB",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NSC|tty_class|SY
{
    "abbreviation": "NSC",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "NSC code",
    "hierarchicalType": false,
    "id": 2216,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "UNDEFINED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|NX|tty_class|SY
TTY|NX|tty_class|EXPANDED
{
    "abbreviation": "NX",
    "branch": "$",
    "codeVariantType": "SY",
    "exclude": false,
    "expandedForm": "Expanded form of non-preferred term",
    "hierarchicalType": false,
    "id": 2335,
    "lastModified": 1483228800000,
    "lastModifiedBy": "loader",
    "nameVariantType": "EXPANDED",
    "normExclude": false,
    "obsolete": false,
    "publishable": true,
    "published": true,
    "style": "UNDEFINED",
    "suppressible": false,
    "terminology": "NCIMTH",
    "timestamp": 1483228800000,
    "usageType": "UNDEFINED",
    "version": "latest"
}
TTY|OA|tty_class|SY
TTY|OA|tty_class|AB
TTY|OA|tty_class|obsolete
{
    "abbreviation": "OA",
